"Node Number","Time","Power Reading","Temperature","Wind generation was in excess"
1,"2015-03-09T04:17:24.265Z",1067.3999999999999,1,false
0,"2015-03-09T04:17:24.889Z",410.03999999999996,1,false
1,"2015-03-09T04:17:25.278Z",1211.28,1,false
0,"2015-03-09T04:17:25.901Z",732.36,1,false
1,"2015-03-09T04:17:26.289Z",1384.68,1,false
0,"2015-03-09T04:17:26.915Z",524.04,1,false
1,"2015-03-09T04:17:27.300Z",1058.8799999999999,1,false
0,"2015-03-09T04:17:27.925Z",693.96,1,false
1,"2015-03-09T04:17:28.312Z",1581.24,1,false
0,"2015-03-09T04:17:28.937Z",579.6,1,false
1,"2015-03-09T04:17:29.323Z",769.4399999999999,1,false
0,"2015-03-09T04:17:29.949Z",551.6400000000001,1,false
1,"2015-03-09T04:17:30.336Z",1386.24,1,false
0,"2015-03-09T04:17:30.961Z",622.92,1,false
1,"2015-03-09T04:17:31.347Z",794.4,1,false
0,"2015-03-09T04:17:31.973Z",765.36,1,false
1,"2015-03-09T04:17:32.359Z",1377.48,1,false
0,"2015-03-09T04:17:32.985Z",583.5600000000001,1,false
1,"2015-03-09T04:17:33.371Z",1180.68,1,false
0,"2015-03-09T04:17:33.995Z",472.08000000000004,1,false
1,"2015-03-09T04:17:34.382Z",1236.6,1,false
0,"2015-03-09T04:17:35.005Z",725.52,1,false
1,"2015-03-09T04:17:35.395Z",1355.76,1,false
0,"2015-03-09T04:17:36.015Z",643.08,1,false
1,"2015-03-09T04:17:36.407Z",1142.52,1,false
0,"2015-03-09T04:17:37.032Z",24.479999999999997,1,false
1,"2015-03-09T04:17:37.418Z",1515.12,1,false
0,"2015-03-09T04:17:38.044Z",23.64,1,false
1,"2015-03-09T04:17:38.430Z",1008.72,1,false
0,"2015-03-09T04:17:39.055Z",21.36,1,false
1,"2015-03-09T04:17:39.442Z",1475.28,1,false
0,"2015-03-09T04:17:40.067Z",22.44,1,false
1,"2015-03-09T04:17:40.456Z",987.72,1,false
0,"2015-03-09T04:17:41.077Z",18.96,1,false
1,"2015-03-09T04:17:41.469Z",1533.84,1,false
0,"2015-03-09T04:17:42.091Z",15.72,1,false
1,"2015-03-09T04:17:42.481Z",826.32,1,false
0,"2015-03-09T04:17:43.103Z",577.8000000000001,1,false
1,"2015-03-09T04:17:43.492Z",1419.24,1,false
0,"2015-03-09T04:17:44.114Z",717.12,1,false
1,"2015-03-09T04:17:44.504Z",774.36,1,false
0,"2015-03-09T04:17:45.125Z",532.08,1,false
1,"2015-03-09T04:17:45.517Z",1416.48,1,false
0,"2015-03-09T04:17:46.136Z",527.4,1,false
1,"2015-03-09T04:17:46.529Z",935.52,1,false
0,"2015-03-09T04:17:47.149Z",678.96,1,false
1,"2015-03-09T04:17:47.540Z",1254.8400000000001,1,false
0,"2015-03-09T04:17:48.161Z",495,1,false
1,"2015-03-09T04:17:48.553Z",1475.8799999999999,1,false
0,"2015-03-09T04:17:49.171Z",670.8,1,false
1,"2015-03-09T04:17:49.564Z",1124.6399999999999,1,false
0,"2015-03-09T04:17:50.183Z",659.76,1,false
1,"2015-03-09T04:17:50.577Z",1382.64,1,false
0,"2015-03-09T04:17:51.196Z",435.84000000000003,1,false
1,"2015-03-09T04:17:51.588Z",1175.8799999999999,1,false
0,"2015-03-09T04:17:52.209Z",513.7199999999999,1,false
1,"2015-03-09T04:17:52.600Z",10.200000000000001,1,false
0,"2015-03-09T04:17:53.231Z",783.3599999999999,1,false
1,"2015-03-09T04:17:53.610Z",11.28,1,false
0,"2015-03-09T04:17:54.243Z",480.12000000000006,1,false
1,"2015-03-09T04:17:54.622Z",9.36,1,false
0,"2015-03-09T04:17:55.254Z",751.1999999999999,1,false
1,"2015-03-09T04:17:55.635Z",8.639999999999999,1,false
0,"2015-03-09T04:17:56.266Z",633.12,1,false
1,"2015-03-09T04:17:56.647Z",11.28,1,false
0,"2015-03-09T04:17:57.280Z",680.76,1,false
1,"2015-03-09T04:17:57.659Z",10.44,1,false
0,"2015-03-09T04:17:58.292Z",517.1999999999999,1,false
1,"2015-03-09T04:17:58.670Z",1154.76,1,false
0,"2015-03-09T04:17:59.304Z",712.3199999999999,1,false
1,"2015-03-09T04:17:59.683Z",1591.92,1,false
0,"2015-03-09T04:18:00.314Z",592.56,1,false
1,"2015-03-09T04:18:00.696Z",913.92,1,false
0,"2015-03-09T04:18:01.326Z",487.91999999999996,1,false
1,"2015-03-09T04:18:01.707Z",1477.68,1,false
0,"2015-03-09T04:18:02.339Z",689.04,1,false
1,"2015-03-09T04:18:02.717Z",732.12,1,false
0,"2015-03-09T04:18:03.350Z",535.4399999999999,1,false
1,"2015-03-09T04:18:03.728Z",1052.8799999999999,1,false
0,"2015-03-09T04:18:04.373Z",26.76,1,false
1,"2015-03-09T04:18:04.740Z",1394.52,1,false
0,"2015-03-09T04:18:05.385Z",25.8,1,false
